Report ID,BROKER,BROKER_NAME,BROKER CONTACT,BROKER EMAIL,SECURITY,DESCRIPTION,CUSIP,CCY,ISIN,SEDOL,ID,FIGI,RIC,ORDER,TRADE DATE,SETTLE DATE,PRICE,COMMISH,TYPE,TOTAL COMMISSION,NET SETTLMENT AMOUNT,TOTAL ACCRUED,TOTAL FEES,CUSTODIAN ID,ACCOUNT,QUANTITY
142904,,,,email address,CVBF.US,CVB FINANCIAL ORD SHS,126600105,USD,US1266001056,2160645,CVBF,,CVBF.O,BUY,12/26/2025,12/29/2025,19.5345,1,Cents_Per_Share,16.38,-32013.89,0,-0.001,BAML,BAML,1638
142904,,,,email address,CVBF.US,CVB FINANCIAL ORD SHS,126600105,USD,US1266001056,2160645,CVBF,,CVBF.O,BUY,12/26/2025,12/29/2025,19.5345,1,Cents_Per_Share,57.51,-112400.42,0,0.0005,BARCLAYS,BARC,5751
142904,,,,email address,CVBF.US,CVB FINANCIAL ORD SHS,126600105,USD,US1266001056,2160645,CVBF,,CVBF.O,BUY,12/26/2025,12/29/2025,19.5345,1,Cents_Per_Share,242.84,-474618.64,0,0.002,BTIG,GSCO,24284
142904,,,,email address,CVBF.US,CVB FINANCIAL ORD SHS,126600105,USD,US1266001056,2160645,CVBF,,CVBF.O,BUY,12/26/2025,12/29/2025,19.5345,1,Cents_Per_Share,61.64,-120472.3,0,0.002,MORGANSTANLEY,MSCO,6164
